"Sarscov2" "Stringency_lag1" "mean_temp_lag1" "sin" "cos" "sin.1" "cos.1" "easter" "christmas" "linearTrend"
"2015-11-22" 0 0 11.2714285714286 -2.0187578333021 -0.114943499353193 0.380833997692358 -0.441526849375267 0 0 3.07441760420734
"2015-11-29" 0 0 7.88571428571429 0.592923864041212 -0.628760779135964 -0.937223279468933 -0.994399944538849 0 0 2.72058284528451
"2015-12-06" 0 0 6.97142857142857 1.84709527532548 0.657453485108963 1.64549559266294 -2.0151628953054 0 0 3.6165825884445
"2015-12-13" 0 0 10.0857142857143 0.578234826695512 -1.20419587064566 -1.51930527242315 -0.0399676403211773 0 0 1.4802155758776
"2015-12-20" 0 0 8.04285714285714 -0.0314223124147457 0.139129754282541 -1.37086176752283 -1.9320005722563 0 0 1.30071450019303
"2015-12-27" 0 0 11 0.393982215341374 0.046836966915574 -0.765250754115334 -1.50734579913875 0 1 2.01044498622429
"2016-01-03" 0 0 9.5 0.727656919348437 2.56292336266213 0.498142024650775 -0.242994407248916 0 1 3.53620217929776
"2016-01-10" 0 0 8 0.0114778541365912 0.128253315592844 -0.421889904592735 1.0301686216839 0 0 1.67195131026078
"2016-01-17" 0 0 6.18571428571429 -0.491921136451699 -0.475147068249701 0.497131093016861 1.40679731011913 0 0 1.53576906005173
"2016-01-24" 0 0 2.78571428571429 1.25234495503753 -1.41133405891511 -0.706172927315681 -0.231561474311943 0 0 0.856065906510727
"2016-01-31" 0 0 4.44285714285714 0.786834407099329 -0.575264689377757 -1.76092621614609 0.737047781075048 0 0 2.12480389038813
"2016-02-07" 0 0 8.28571428571428 -0.451188780576702 1.10013881067579 -0.58424318170159 1.27148268923917 0 0 1.62787029743013
"2016-02-14" 0 0 7.47142857142857 0.165198570999095 -1.47898864134032 -0.548853196837185 -1.0824343246468 0 0 2.95214322612178
"2016-02-21" 0 0 4.1 -0.0319023736131693 0.575090942078669 -0.686013616839645 -0.0439612944847214 0 0 1.50554782502912
"2016-02-28" 0 0 4.57142857142857 1.75736585937731 -0.0331201813824511 0.260457711118739 1.38309117179033 0 0 4.36874244152981
"2016-03-06" 0 0 3.64285714285714 0.0199945063606234 1.38424254676186 1.44397228799254 1.09926368037297 0 0 0.557795868544315
"2016-03-13" 0 0 4.04285714285714 -0.189335859092404 1.90870920813779 0.270348015629357 1.62881187041215 0 0 2.91691454358488
"2016-03-20" 0 0 4.85714285714286 1.04624667749238 -0.0978467232227732 -1.70812769543224 -0.795196810175154 0 0 0.268905113956608
"2016-03-27" 0 0 6.01428571428571 -2.20513548669923 0.454484333675968 0.212939781190596 -1.23499923225407 1 0 0.558878069599195
"2016-04-03" 0 0 7.38571428571429 0.259221158725712 1.17034149389857 2.14711868349303 0.0174676682412766 1 0 2.59816479073503
"2016-04-10" 0 0 7.37142857142857 -0.0746891914835767 -0.400332813636789 0.589822584034044 0.626276483807854 0 0 2.62029879639731
"2016-04-17" 0 0 7.88571428571429 -0.605661884549593 -1.01464386915725 -1.03221481081999 0.0199064615456749 0 0 1.63407238752641
"2016-04-24" 0 0 7.92857142857143 -1.25102736090586 0.697924323678715 -2.16834831574681 -1.18188841755366 0 0 2.74489436364356
"2016-05-01" 0 0 7.72857142857143 1.4496287682583 -0.395062018044205 0.131914482861005 -1.04016865224736 0 0 1.57207184501257
"2016-05-08" 0 0 5.81428571428571 -1.09841787006541 0.408288519218715 -2.22235008757523 -0.0621778446583352 0 0 1.66672780560278
"2016-05-15" 0 0 12.7285714285714 -0.814897385508211 -1.47790949364333 -0.799444943481144 -1.21661867880767 0 0 3.09039466268983
"2016-05-22" 0 0 13.4714285714286 1.04984674377338 1.22227062657378 0.675390726986732 -2.46016660002303 0 0 2.4911290566116
"2016-05-29" 0 0 12.2857142857143 -0.476991404784218 1.88081152296597 -1.13905147170887 -0.450386306342164 0 0 4.03261906138466
"2016-06-05" 0 0 12.1714285714286 -1.00661039817131 -1.00757699806388 2.19244454365353 -1.22936554627437 0 0 1.05721878710024
"2016-06-12" 0 0 13.4714285714286 -0.650491241545484 0.454064210572327 -0.502115938162203 0.0403062254186046 0 0 0.184167143568761
"2016-06-19" 0 0 17.3142857142857 0.680416859797211 -0.828377941796026 -0.945686168670107 0.915030508702993 0 0 2.55252103489056
"2016-06-26" 0 0 14.6857142857143 -1.41758073682071 0.253247964309052 1.60248550135616 -1.04559789566852 0 0 2.1814983310312
"2016-07-03" 0 0 15.6714285714286 1.6408401674449 0.291617266413763 -0.847443438608348 0.319786381083907 0 0 0.291939132489946
"2016-07-10" 0 0 14.1285714285714 0.445663647304317 1.11598765842752 -0.117553858874155 -0.110470486285019 0 0 3.97081900102746
"2016-07-17" 0 0 16.3142857142857 1.61630011693741 -0.782237697400083 -2.79927261890661 -0.482901084374413 0 0 3.58275115194242
"2016-07-24" 0 0 15.7857142857143 0.686779531014743 0.636308628036221 -0.277497197207392 1.06489703147151 0 0 0.513590091231373
"2016-07-31" 0 0 20.0428571428571 -1.32398903160566 -0.88388227662267 2.66804062383479 0.267188678178368 0 0 3.95043448600362
"2016-08-07" 0 0 16.4142857142857 0.226570559141886 -1.78668422767823 -0.484744492654698 -0.764146496725547 0 0 4.05997184650108
"2016-08-14" 0 0 17.1142857142857 -0.379091867283567 1.87991982091121 -0.458653141078003 1.12316330285233 0 0 3.8970871984367
"2016-08-21" 0 0 15.8571428571429 0.777815548422893 -0.267009144591098 -1.181820773325 -0.93053667331647 0 0 3.09374199318233
"2016-08-28" 0 0 16.8571428571429 -0.300530151257626 2.0809618978511 0.673877180869489 0.025398096968251 0 0 -1.12972797479384
"2016-09-04" 0 0 18.3714285714286 0.581832824056182 -0.660097042208468 -1.24281821127246 -0.329143665297456 0 0 4.41636609219453
"2016-09-11" 0 0 16.1571428571429 -0.851298547087295 1.3419460965403 0.402729055007716 0.939898353614084 0 0 3.15612111799499
"2016-09-18" 0 0 17.2857142857143 -0.410786302233689 -0.555601345417175 -1.02236080101894 0.475544885710427 0 0 0.745875544202992
"2016-09-25" 0 0 17.2857142857143 -0.286131983608906 -1.18753525102566 0.456263169982557 1.45302452653394 0 0 3.47980257716786
"2016-10-02" 0 0 14.9571428571429 1.67688417470813 1.42978831758432 0.787954524062672 -1.42056035962991 0 0 3.40611071912975
"2016-10-09" 0 0 13.3142857142857 0.276353877697315 0.420887371830726 1.00933181321107 0.984085655250476 0 0 3.61451762279705
"2016-10-16" 0 0 11.9571428571429 -1.74195119941218 0.171400991567095 -0.300555755956977 -1.47533421094831 0 0 2.17331735575379
"2016-10-23" 0 0 10.3571428571429 1.39920386168051 -0.184480338395124 -0.710524762898447 -1.57342107098417 0 0 2.64104161888396
"2016-10-30" 0 0 9.92857142857143 0.897470559444963 0.521127053606547 -0.129128216933162 -0.703737364440756 0 0 1.96938012791066
"2016-11-06" 0 0 11.1285714285714 -0.95267225760696 -0.527796180078512 -0.478219049309964 1.32346052220571 0 0 3.29342017685482
"2016-11-13" 0 0 6.8 0.492498913342159 -0.841384754868863 -1.50065611510402 -0.374444632408602 0 0 2.36073241367552
"2016-11-20" 0 0 5.04285714285714 0.440711311113358 0.625610548888373 0.508366479073884 -1.64723359267959 0 0 3.85780564415487
"2016-11-27" 0 0 6.87142857142857 -0.913989964761084 -1.32271514203043 0.0942328846587995 0.265876857848703 0 0 3.9399605655514
"2016-12-04" 0 0 5.61428571428571 0.691477343293507 0.662307838605547 0.7285901868841 -0.02790272725636 0 0 2.68761748761086
"2016-12-11" 0 0 3.48571428571429 0.528783743051885 0.945109467740196 -1.94398094016178 -0.211125877453568 0 0 2.92719103283379
"2016-12-18" 0 0 7.87142857142857 -0.963206569596128 1.16713907156535 -1.89154369572746 -1.02494269211118 0 0 3.79279057161822
"2016-12-25" 0 0 7.15714285714286 0.307541662066412 -1.99362775525708 0.707575824230338 0.110220136128427 0 0 1.1623629871772
"2017-01-01" 0 0 6.54285714285714 0.537653278664205 -1.56896974987293 -1.94286802214315 0.217951941023214 0 1 3.88236770151503
"2017-01-08" 0 0 3.32857142857143 1.73985631666109 0.925990130968732 1.65291260591112 -0.688584312295572 0 0 -0.726674216296076
"2017-01-15" 0 0 3.9 0.433619883270404 -0.798879254184181 0.429911164445396 -0.543833731498187 0 0 1.33484192613183
"2017-01-22" 0 0 5.27142857142857 -1.04160380967317 -0.306543123820037 -1.30245017150819 -0.303640861445826 0 0 3.32535827079674
"2017-01-29" 0 0 3.51428571428571 -0.498188063433049 -0.608476222309894 0.100060749011246 -0.782947104486793 0 0 1.61135449501524
"2017-02-05" 0 0 2.34285714285714 -0.159943214527932 -0.910200208931133 -1.37485743587694 1.45435462719003 0 0 2.41807163326439
"2017-02-12" 0 0 6.55714285714286 1.04615648564587 1.85005958938149 -0.131682929759453 0.990099248945208 0 0 3.63769766531099
"2017-02-19" 0 0 2.42857142857143 0.59343760071227 -1.25880480547447 -1.33815117771833 0.718416434532633 0 0 3.24976515869674
"2017-02-26" 0 0 7.2 -0.225275319772562 1.62667280005047 -1.36866585395129 -0.0631064070263319 0 0 5.01877102998884
"2017-03-05" 0 0 8.48571428571429 -0.700306925524938 -0.465184686762039 -0.12615759027779 -1.03117746037028 0 0 5.0621394699842
"2017-03-12" 0 0 6.17142857142857 -0.0254826617221255 0.664851795324362 1.23796200659666 -0.638022818338865 0 0 2.75396958759827
"2017-03-19" 0 0 8.61428571428571 1.65017567811013 1.67431490739029 -0.658060322282037 1.63140524809564 0 0 4.58471784867025
"2017-03-26" 0 0 9.24285714285714 -0.472021241238428 0.309162331186829 0.558534267095015 -1.55360245164452 0 0 2.10506550491029
"2017-04-02" 0 0 7.81428571428571 -1.03628263592363 1.05677407792087 -0.865241249052227 0.178173453241891 0 0 2.52831656204605
"2017-04-09" 0 0 10.9142857142857 0.923427511130502 1.15594169410353 0.954626535476283 -0.967083035811211 0 0 4.62721886046672
"2017-04-16" 0 0 9.74285714285714 0.0426391390421595 1.43781807278356 -0.894714840821318 0.369385774314262 1 0 5.66153489364693
"2017-04-23" 0 0 9.07142857142857 1.46854326992415 -1.03792079776814 -0.459578389111165 0.429245689239776 1 0 3.60524342575019
"2017-04-30" 0 0 8.75714285714286 0.60944273073149 0.190249884835631 -1.74791375533683 0.400334123806708 0 0 5.80270767848388
"2017-05-07" 0 0 7.52857142857143 0.323346078874428 -0.898107895012153 -1.63463574695261 0.570246696119344 0 0 4.38908813621936
"2017-05-14" 0 0 10.8 -1.12185008124355 0.561042282350497 -1.80714591503787 0.41206510071146 0 0 0.074617774812578
"2017-05-21" 0 0 11.3285714285714 0.56928829125411 0.0870451761365102 -2.03965827602558 -0.430208586880966 0 0 5.47816321266432
"2017-05-28" 0 0 12.6428571428571 0.0655686153286556 0.549208342154681 0.648584694225187 2.83244846708038 0 0 2.93758752544441
"2017-06-04" 0 0 17.1714285714286 1.63537149187449 -0.254738959534397 -0.415851828068088 -1.90366896975492 0 0 3.41007287402626
"2017-06-11" 0 0 15.1714285714286 1.56205583262595 1.02263939562176 0.312241720929287 -1.40444110545665 0 0 4.07392669484016
"2017-06-18" 0 0 14.2428571428571 0.0624950558992031 1.09074532262787 0.862574626502653 -0.499711541438058 0 0 3.19471861157056
"2017-06-25" 0 0 17.0428571428571 0.692155756589466 -0.509585216334115 0.8503384589384 -0.89466359771831 0 0 3.02334201351146
"2017-07-02" 0 0 18.7571428571429 -1.25218949702346 2.01622746676776 0.0228218759958149 -0.153561953533055 0 0 3.6769402211207
"2017-07-09" 0 0 14.7857142857143 1.1353731902496 0.631030814054238 0.810222885137756 -0.390526771286201 0 0 3.87809240835816
"2017-07-16" 0 0 18.1571428571429 -0.778214409537937 0.387521712708653 -1.41577545134921 -0.19890657382212 0 0 7.05482405194758
"2017-07-23" 0 0 16.4714285714286 0.547674579108374 0.980206100329129 1.67233869739559 0.4253330920728 0 0 -0.214327174711661
"2017-07-30" 0 0 16.6857142857143 -0.369630197076172 -0.863753780957194 -0.163463114765872 0.461857767117674 0 0 4.16102246992131
"2017-08-06" 0 0 16.0285714285714 1.18221302028129 -0.354569742108239 0.0137096672531551 -0.375556788676469 0 0 3.12184040102347
"2017-08-13" 0 0 15.7285714285714 -0.168761707243182 0.864839006875736 -1.28547364956099 -1.49537081577871 0 0 0.178354310831818
"2017-08-20" 0 0 14.5857142857143 -0.147937930194212 -0.0420207916863518 -0.417693114015539 -0.941640679071048 0 0 2.30952482645272
"2017-08-27" 0 0 15.7142857142857 -0.58468855020542 -2.57401265049131 1.6483309501252 0.109950057869456 0 0 2.37400122631441
"2017-09-03" 0 0 16.6857142857143 -0.121348410431223 -0.66654793008257 -0.984890743458324 -0.356246567716618 0 0 3.5648415571167
"2017-09-10" 0 0 14.3428571428571 0.848552271099712 -0.851805120654682 -0.115993008478478 -0.258057886109521 0 0 4.7714720262331
"2017-09-17" 0 0 14.4857142857143 1.09057164793153 0.0411710445484318 -0.951610944408649 -1.54549641950375 0 0 3.44562121121438
"2017-09-24" 0 0 12.1857142857143 -0.577738397825376 -0.671647626586616 0.41122354304804 1.09179548802567 0 0 3.49734370188987
"2017-10-01" 0 0 12.9857142857143 0.696162824171239 -1.37386166210721 -0.504192514527435 -0.405027051442881 0 0 4.29837646253535
"2017-10-08" 0 0 14.7571428571429 -0.67791097176898 0.506763692751024 -0.125590374207182 0.326470407327908 0 0 1.71718612317266
"2017-10-15" 0 0 12.1142857142857 -0.0360377158391632 -0.812255461984846 0.714817519323056 1.47859600458965 0 0 -0.126630607899354
"2017-10-22" 0 0 14.4285714285714 0.013255418133489 1.17490056766561 0.484745094328672 1.13668063598072 0 0 1.82880487135628
"2017-10-29" 0 0 12.5285714285714 -0.382522410303601 -1.09812969245812 -0.925994031959172 1.54914646541203 0 0 4.42834340973264
"2017-11-05" 0 0 11.5428571428571 -0.988584634545472 -0.112775441214398 -0.644105468782625 0.455995609557702 0 0 3.93125900651642
"2017-11-12" 0 0 8.4 1.63302945253268 0.979732230828719 -0.671383851713268 1.33756571704232 0 0 2.99844111691845
"2017-11-19" 0 0 6.85714285714286 0.96365671298416 0.152685429665014 0.533330682451211 -0.146100849818026 0 0 3.2074085487343
"2017-11-26" 0 0 6.45714285714286 -0.67776935733858 0.269076982509015 -0.259679480916762 -0.563882135876293 0 0 3.80661732184838
"2017-12-03" 0 0 7.47142857142857 0.297668691695691 0.16122619121979 -0.475279437017892 0.950414244665292 0 0 3.83536047046235
"2017-12-10" 0 0 4.02857142857143 -1.36177209243123 -1.37221876811253 0.470391153095702 -0.982506125168166 0 0 5.70882609881561
"2017-12-17" 0 0 4.61428571428571 -0.0449055450857697 -0.110763488761919 0.152350471446016 -0.447697908054878 0 0 5.82189697080274
"2017-12-24" 0 0 1.9 0.984123351944412 -0.109443205642526 0.0718705533813518 -0.210129947211078 0 0 5.61995893450985
"2017-12-31" 0 0 6.98571428571429 -2.35919841290097 -0.198276262143526 0.561985541874547 1.00810144169419 0 1 3.02984125347908
"2018-01-07" 0 0 5.48571428571429 1.48361351710587 0.634811539700086 0.998380308378202 0.974525321738251 0 0 3.89197087809906
"2018-01-14" 0 0 5.11428571428571 -0.260173206181123 0.895528105308133 -2.0329786335033 -0.872114164852834 0 0 6.75328761854192
"2018-01-21" 0 0 4.2 0.820931711153748 -1.21875909694045 -0.340526843469599 -0.502234972010102 0 0 5.05493670729752
"2018-01-28" 0 0 4.18571428571429 -1.76291170153794 -1.2133420754329 0.7385951085432 -0.161971154175492 0 0 3.98292183553014
"2018-02-04" 0 0 7.22857142857143 -1.3489564562573 -1.66603179100433 -0.906984052747045 -0.490181484638183 0 0 8.40046551438753
"2018-02-11" 0 0 4.51428571428571 0.213336647661017 0.208908292555267 -0.642189393257107 0.332915542277092 0 0 2.15575880650004
"2018-02-18" 0 0 2.37142857142857 0.870465734615697 2.01068164792834 -0.115938441924298 0.743053595520274 0 0 4.02162352597263
"2018-02-25" 0 0 4.07142857142857 1.29979800069363 -0.378313957575476 0.476329011341141 1.48023407921254 0 0 4.0790947307127
"2018-03-04" 0 0 3.95714285714286 0.988807052796487 -0.235680293303449 0.238245474303858 2.35365316465797 0 0 1.79489478182592
"2018-03-11" 0 0 -1.07142857142857 -0.80843776457695 -1.09681069255414 0.400524505474369 -0.84134484473087 0 0 3.57727884067956
"2018-03-18" 0 0 6.18571428571429 0.0750328727940406 1.13683359095498 -0.626556660621852 0.269026018444024 0 0 6.25629757935792
"2018-03-25" 0 0 5.4 0.263828156908734 1.5189038684467 0.791617936822904 1.02940007024559 0 0 5.91487384599104
"2018-04-01" 0 0 5.51428571428571 -1.40367354312637 0.25565735679679 -1.21025847715963 -0.701246531237087 1 0 3.10100856753544
"2018-04-08" 0 0 5.8 -0.931464857975556 1.92621422910251 -1.9403308525131 -1.16025247506678 1 0 5.58368136221656
"2018-04-15" 0 0 8.44285714285714 0.447993030167286 1.30242801895054 -1.28279648551159 0.241610011491937 0 0 4.39942574265652
"2018-04-22" 0 0 8.71428571428571 -0.823700508999378 -0.697103513438766 1.05732359026577 -0.174894528028484 0 0 5.48215956048135
"2018-04-29" 0 0 14.5428571428571 -0.73619701667875 -0.20633315980031 0.432317258899291 -1.53565747445468 0 0 4.52170726976615
"2018-05-06" 0 0 8.72857142857143 -0.203676455810385 0.265854159663742 -1.26016172161795 1.98027246610938 0 0 5.57045286173935
"2018-05-13" 0 0 10.9 -0.305741527076901 1.04014859717336 0.0960473289651134 0.47601292860213 0 0 5.62059442378201
"2018-05-20" 0 0 12.1857142857143 0.584025487538242 0.925621064338842 1.79638601516186 1.26584818019546 0 0 2.96550686128443
"2018-05-27" 0 0 11.8571428571429 -1.20892202531864 -0.685435134443125 -0.44098451300151 -0.877108521140298 0 0 4.91350801824051
"2018-06-03" 0 0 15.2285714285714 0.518185698059884 -0.518895252928276 -0.993813210926664 -1.03802206208881 0 0 6.70567992930036
"2018-06-10" 0 0 17.2142857142857 0.198616220305107 1.22648888120876 0.167065300328141 -0.252667044005956 0 0 6.24859178927882
"2018-06-17" 0 0 14.9142857142857 0.36584361208712 -0.584699298937743 -0.984942633321236 -0.690690450105454 0 0 4.94450313195575
"2018-06-24" 0 0 14.7714285714286 -1.39331747898556 0.551660010289357 0.247754973305138 -1.54280603196408 0 0 2.99584886431534
"2018-07-01" 0 0 15.3 0.440397718162355 2.72952483904108 1.06076574092727 2.43103786776976 0 0 3.77401526266693
"2018-07-08" 0 0 19.1428571428571 1.50007143789424 0.326171019951199 0.344020343525247 -1.0912910198384 0 0 4.20159582202212
"2018-07-15" 0 0 19.6428571428571 -0.503820632864558 0.369787495716345 -0.218981519516905 1.09893672320893 0 0 4.21658089548803
"2018-07-22" 0 0 18.7 -1.02714073909057 1.52797737431998 -0.4544524601486 1.03864298935174 0 0 3.50394572457935
"2018-07-29" 0 0 18.2571428571429 0.847226202842292 0.805230720433901 -0.695761736338794 0.0620594535774593 0 0 3.64793724487809
"2018-08-05" 0 0 20.1428571428571 -0.653397120127466 1.00044050843906 -0.65225532483064 1.43277144918097 0 0 4.22950262051841
"2018-08-12" 0 0 18.9428571428571 1.20970005958405 -0.787024948085799 -0.805023760390767 0.449561059017005 0 0 2.11867265510502
"2018-08-19" 0 0 16.5428571428571 1.05817736118307 -0.410379300973348 0.0946699590357759 -1.3327368175457 0 0 5.37294028666327
"2018-08-26" 0 0 17.4571428571429 1.08560008082416 -1.26904655417095 1.34378379288998 1.60664610096406 0 0 5.87657303252814
"2018-09-02" 0 0 15.6857142857143 0.59217920407603 -0.079650435358176 -0.661237336422582 -0.551471146757386 0 0 4.09614331470055
"2018-09-09" 0 0 15.0428571428571 0.542976889205303 1.249160907812 -0.441206067613837 0.144040771826549 0 0 3.88349759499818
"2018-09-16" 0 0 14.1857142857143 -1.67011409523077 1.03008257300975 -1.25562515443801 0.382386807031411 0 0 6.04224311633992
"2018-09-23" 0 0 14.3285714285714 1.34585733358197 0.680797779226173 -1.32352036755932 -0.85396599829008 0 0 4.25224698475531
"2018-09-30" 0 0 14.3428571428571 0.384103036719281 1.21523275792518 -0.265120251662327 -1.08581862880658 0 0 6.57691058573939
"2018-10-07" 0 0 11.0142857142857 -1.96844522712111 0.501833618659308 -0.639721012715733 0.577360410929278 0 0 6.79163139855424
"2018-10-14" 0 0 11.4857142857143 -0.0120865442424497 0.0136252225344648 0.0701051044892447 -0.526855911900623 0 0 3.95159898657058
"2018-10-21" 0 0 14.4285714285714 1.84345959329258 -0.150274506385507 1.21196649056893 -0.770419191416225 0 0 3.44632335842608
"2018-10-28" 0 0 11.1142857142857 -0.310077567695323 0.719094486401508 -0.608400908017267 0.469785138980191 0 0 9.32318268569946
"2018-11-04" 0 0 8.12857142857143 0.33352731176465 0.221736617453115 0.479151972608359 -2.26462990400239 0 0 4.14995251615398
"2018-11-11" 0 0 6.62857142857143 1.72253555755209 1.5531303716813 0.455983594155364 1.00669954049236 0 0 5.22055806842198
"2018-11-18" 0 0 10.2857142857143 -0.339569596713098 0.049877608866444 0.891858012656567 0.864938587524956 0 0 4.0889395967194
"2018-11-25" 0 0 10.0142857142857 0.74921503426185 -0.122689707907641 -0.544814633439261 -1.50869142211817 0 0 4.34488568740738
"2018-12-02" 0 0 4.8 1.58741691295265 -0.34539718531124 -0.966119156995213 0.0442068924014288 0 0 5.75140393105925
"2018-12-09" 0 0 8.51428571428571 2.00417579506914 0.569381795486481 0.123683488655687 -0.0295323144591195 0 0 4.30057571444887
"2018-12-16" 0 0 8.05714285714286 -1.07435260430963 0.605348201720173 0.121348140232574 -1.0020563665498 0 0 6.58228143640621
"2018-12-23" 0 0 4.17142857142857 0.572387187462393 0.648975974730109 1.01096300744588 -0.102089594012178 0 0 5.14147520009442
"2018-12-30" 0 0 7.38571428571429 -1.93935136315211 -0.0398419115658598 0.321081419871456 -0.627316447141586 0 1 4.73575729714606
"2019-01-06" 0 0 6.88571428571429 0.371843235162352 -0.642137526924008 -0.145739251082486 0.163590619611807 0 0 6.20813276278744
"2019-01-13" 0 0 4.3 -0.418018972688457 1.87043484931612 -0.393634868583507 0.502207702238233 0 0 6.03447677750322
"2019-01-20" 0 0 6.08571428571429 -0.247339294437678 0.587104209192791 -1.58579352255539 -0.810812117320155 0 0 3.99644792738786
"2019-01-27" 0 0 4.24285714285714 -1.03977086100621 0.708441895667148 -1.33096414379771 -1.40236853544497 0 0 7.85836611481583
"2019-02-03" 0 0 3.71428571428571 -0.319615383335197 -1.20589100348585 0.494621408666323 1.18378467144603 0 0 5.40526957218424
"2019-02-10" 0 0 0.528571428571429 -0.544728060674529 -0.870887433743293 2.25185391941065 2.10496729666508 0 0 7.25613950226018
"2019-02-17" 0 0 5.85714285714286 0.546298560862726 0.589658539204954 0.911206353339927 0.315278905815313 0 0 6.17087035870814
"2019-02-24" 0 0 6.87142857142857 0.224882502169994 1.4831592518493 -1.3976920796197 -0.0856045563462046 0 0 8.1481179469218
"2019-03-03" 0 0 9.17142857142857 -0.351622516584595 1.76608692262773 -0.0148043382523418 0.748939181223207 0 0 4.02531562330412
"2019-03-10" 0 0 8.71428571428572 1.61207325062525 -0.645581998876795 -1.66931167231165 -1.81526878525997 0 0 1.75814266617342
"2019-03-17" 0 0 6.8 0.835294864959942 1.34245395753805 -0.24535593238306 -0.0294582818777906 0 0 4.06475368420709
"2019-03-24" 0 0 7.65714285714286 -1.41516642481544 0.272608896983792 -1.86635633803042 -1.62327120355684 0 0 5.17958814214828
"2019-03-31" 0 0 8.51428571428571 0.587097565880844 -0.0838071447700605 1.16805312463867 0.204289017555403 0 0 6.17838819945518
"2019-04-07" 0 0 7.9 -0.864221939623967 -0.971411835602227 -0.798754322509542 0.786815404834172 0 0 6.48488455990372
"2019-04-14" 0 0 6.64285714285714 -2.10604486365791 -0.24582294745685 1.03854412537002 0.697076576616585 0 0 7.70534039734245
"2019-04-21" 0 0 5.92857142857143 -0.26086770382951 1.26923271822979 0.196577431216135 0.914111346143229 1 0 7.22298841734647
"2019-04-28" 0 0 12.0857142857143 1.44397447398529 -0.988299005616135 -1.21018337198649 -0.799624236270727 1 0 0.878290705861224
"2019-05-05" 0 0 11.4428571428571 -1.22893345945284 0.91467029830677 -0.60150638584846 0.723768868531836 0 0 3.61070837781446
"2019-05-12" 0 0 8.85714285714286 -0.242638928838578 1.98725279724251 -0.677374124859601 1.59329473853169 0 0 5.31056426343414
"2019-05-19" 0 0 8.97142857142857 0.00649706062680308 1.56601347468517 0.518916404526981 1.36473433598677 0 0 4.96290791904387
"2019-05-26" 0 0 11.6285714285714 -1.57286413341556 -0.690480215862285 0.867942009677052 -0.641460946461608 0 0 3.492793799784
"2019-06-02" 0 0 13.3 2.34499343675288 1.2372897748366 0.691351293801157 0.833923465041511 0 0 2.99781980088361
"2019-06-09" 0 0 14.2571428571429 1.07963759062232 0.756715188496014 1.39718933364218 -0.269502840049891 0 0 4.2060201781793
"2019-06-16" 0 0 12.4285714285714 -0.558843602997675 0.725252854497936 -0.351395034997822 0.727114567140225 0 0 5.11713610516088
