"norovirus" "campylobacter"
"2018-01-28" 71.9453179672141 -1154.00000000001
"2018-02-04" -239.630981379294 -531.152866050227
"2018-02-11" 169.737267528131 -1514.68264507996
"2018-02-18" 226.97331883212 1315.4135523225
"2018-02-25" 101.880069248508 708.203821400298
"2018-03-04" -12.7228253996153 -861.123982244004
"2018-03-11" 3.4155235972122 -1280.59378181986
"2018-03-18" -175.042542395075 358.885124128851
"2018-03-25" 51.7485811899877 1448.24452868448
"2018-04-01" -60.758063896364 -108.186709941719
"2018-04-08" 55.8190204059347 -220.50503807557
"2018-04-15" 227 324.110385840357
"2018-04-22" -50.482204566556 1716.55398797902
"2018-04-29" 214.07710753484 -654.805407058957
"2018-05-06" 26.1651658152819 730.737896754381
"2018-05-13" 190.573659929599 -77.6177737466663
"2018-05-20" 5.12328539581836 1303.41255002945
"2018-05-27" -12.2958849499639 -937.352756765546
"2018-06-03" 9.94184564733758 677.920463390917
"2018-06-10" -196.137854380099 1053.62046298774
"2018-06-17" -51.584845189118 599.564930379135
"2018-06-24" 70.8101853884313 800.399011533517
"2018-07-01" 7.77031618365776 833.820920210671
"2018-07-08" -108.014335815758 1303.44730780556
"2018-07-15" -128.287293061643 267.999999999996
"2018-07-22" -30.7134983134892 -102.892648366056
"2018-07-29" 1.19543325902427 833.322188424734
"2018-08-05" 83.4934165765033 -117.32323556424
"2018-08-12" 116.871073974926 -929.896840639008
"2018-08-19" -89 977.429596722275
"2018-08-26" -11.9543325902428 -1052.01704886394
"2018-09-02" 180.328364775328 713.335499310049
"2018-09-09" 25.4154071159858 609.444585564358
"2018-09-16" 150.88567217817 -267.665075120647
"2018-09-23" 168 -93.0730180240194
"2018-09-30" -8.15741181319997 -376.787468866328
"2018-10-07" 289.561168355787 -684.304988302948
"2018-10-14" 32.1915507380937 879.463987939171
"2018-10-21" -245.62421271567 1038.28780302898
"2018-10-28" -68.3499198755813 422.836517877485
"2018-11-04" 114.974460762793 1360.98063127856
"2018-11-11" -237.121303077269 2286.84611838727
"2018-11-18" 178 -1197.06512863729
"2018-11-25" 64.1436465308213 917.459196035683
"2018-12-02" -176.678094772729 885.999271450716
"2018-12-09" -287.588169109457 959.478120517601
"2018-12-16" 77.377267783677 -836.000000000004
"2018-12-23" 34.8868877537092 1039.43463056073
"2018-12-30" 15.2844680975255 -995.000000000004
"2019-01-06" -95.4319635998683 -455.042502824027
"2019-01-13" -247.607256907766 906.99999999999
"2019-01-20" -24.0794413603471 -756.173292061645
"2019-01-27" 222.649110870675 -422.836517877489
"2019-02-03" -4.95250921595734 -1282.45887861508
"2019-02-10" 52.3225410546087 -1805.58109918701
"2019-02-17" -105.719694559486 1115.2480172977
"2019-02-24" -254.561896110341 -574.026830730809
"2019-03-03" 89.9999999999999 1498
"2019-03-10" 143.361604843791 922.667147965539
"2019-03-17" 33.3973666306012 763.000000000002
"2019-03-24" 51.2092955002552 -1171.32725633081
"2019-03-31" -267.335481144002 1013.98457747043
"2019-04-07" 100.155500108986 -1393.73116576068
"2019-04-14" 90.5441714802897 -1870.41426349576
"2019-04-21" -8.28264472323949 663.723039514314
"2019-04-28" 69.6395410053093 412.73892939086
"2019-05-05" 29.57061782285 68.139695764377
"2019-05-12" -107.03855376742 1356.69863700094
"2019-05-19" -50.2952240593901 1089.34307010956
"2019-05-26" -121.400472951423 -2182.03895149969
"2019-06-02" 121.025748171361 1151.78825125335
"2019-06-09" -57.0668399448025 1304.80359864207
"2019-06-16" -104.341747695141 -140.205515539378
"2019-06-23" 29.8720326062703 -1044.45220671885
"2019-06-30" -43.8975691883096 2036.31176384043
"2019-07-07" 127.302950646098 -1022.0817359345
"2019-07-14" -163.74947514378 919.654074495082
"2019-07-21" -83.7111102572126 -1145.72655581484
"2019-07-28" 33 496.604354707059
"2019-08-04" -1.01967647665001 1197.00000000001
"2019-08-11" -88 -1262.03316449045
"2019-08-18" -53.642069443652 1552.41025168929
"2019-08-25" -102.916318873442 1080.75993117026
"2019-09-01" -221.626444806668 -525.999999999996
"2019-09-08" 19.37385305635 209.288596832428
"2019-09-15" 48 53.2821681165078
"2019-09-22" 150 -1418.86958487731
"2019-09-29" 81.87473757189 1027.4863694474
"2019-10-06" 6.74565910449417 -872.59564431551
"2019-10-13" -60.1798813751484 791.506660583517
"2019-10-20" 87 -1357.97210581314
"2019-10-27" -27.0373380091247 365.078742699371
"2019-11-03" -19.6287721755124 -2290.36712639686
"2019-11-10" 40.0768399567216 -141.735030254357
"2019-11-17" 17.7607227055045 -883.916970156582
"2019-11-24" -79.939242185794 -70.6159503723705
"2019-12-01" -35.1180553506477 -1655.8735305707
"2019-12-08" 4.07870590660002 -59.9424391310734
"2019-12-15" 84.6066621308566 -1058.81704332508
"2019-12-22" -41.8642653044511 1276.82164320786
"2019-12-29" 143.147945399802 -1226.70943017194
"2020-01-05" -64.1436465308212 339.297347605307
"2020-01-12" 63.6514753230486 1439.86607454013
"2020-01-19" -53.0231767858 509.12379222068
"2020-01-26" -118.615418362611 -283.240741553718
"2020-02-02" -85.4728749965877 612.981355754427
"2020-02-09" -34.8197705026546 -221.014876313887
"2020-02-16" 190.573659929599 1169.58291194309
"2020-02-23" 61.5236036981452 -935.840763993257
"2020-03-01" -77.8987223069895 -792.999999999994
"2020-03-08" -12.1025748171361 -1202.71166226294
"2020-03-15" 2.19487845941548 1200.98111092143
"2020-03-22" -214.67849243382 -959.000000000004
"2020-03-29" -52 2092.13711338772
"2020-04-05" 179.232534250894 689.098998144741
"2020-04-12" 37.3129338100632 -1147.75616653833
"2020-04-19" 105.748932637692 772.744563744666
"2020-04-26" 59.7823696312166 -382.633597862923
"2020-05-03" 73.4049371334186 -150.402280305871
"2020-05-10" 124.216486188122 1283.17476642841
"2020-05-17" 82.5357523025889 1294.46783367971
"2020-05-24" 26.6256645976994 -1704.03455046539
"2020-05-31" 36.7024685667093 954.999999999997
"2020-06-07" 77.8987223069895 -576.928887509007
"2020-06-14" 152.456407892485 1134.69602418938
"2020-06-21" 165.161108550192 976.832311546994
"2020-06-28" 87.7616478503036 1242.93443371988
"2020-07-05" 33.8792017538855 -1235.17923061041
"2020-07-12" 163.647096489946 1267.64679895788
"2020-07-19" 33.3851667029955 -2457.65376056311
"2020-07-26" 210.627954840729 -1419.38808180056
"2020-08-02" 88.9329046039494 512.837249979527
"2020-08-09" 118.815769397334 -929.816834533851
"2020-08-16" 136.928440421954 67.6273672248221
"2020-08-23" 91.8121854433946 -1818.69137929782
"2020-08-30" 155.797444613979 -1273.55291418026
"2020-09-06" 352.908351602974 989.04326781765
"2020-09-13" 313.382616223441 2196.46575933458
"2020-09-20" 116.184718244507 -946.581909220317
"2020-09-27" 96.8523632287438 316.609545999831
"2020-10-04" 386.151250541336 1853.18556341908
"2020-10-11" 82.3609310595157 715.647201507691
"2020-10-18" -12.2958849499641 1794.38815373929
"2020-10-25" 5.64653362564758 -293.107734599656
