"Sarscov2" "Stringency_lag1" "mean_temp_lag1" "sin" "cos" "sin.1" "cos.1" "christmas" "easter" "linearTrend"
"2015-10-25" 0 0 9.57142857142857 -0.0575976113377847 0.282110663597656 0.705234002667423 0.23980535353593 0 0 2.40810072519887
"2015-11-01" 0 0 10.1714285714286 -1.13314818903812 -0.280700391726289 -0.0718158308342534 -0.929632944689893 0 0 0.0417711615330846
"2015-11-08" 0 0 11.8428571428571 0.454006835649573 1.0495689138851 0.0994827996396646 1.09482915326115 0 0 1.72133873958666
"2015-11-15" 0 0 11.6714285714286 -0.536676452945537 -1.68788795113305 -0.778114736798656 0.34826046083391 0 0 0.977444816860832
"2015-11-22" 0 0 11.2714285714286 1.12915647073053 -0.609621312405055 0.258353317496673 -1.46893916614647 0 0 0.712330208478593
"2015-11-29" 0 0 7.88571428571429 -2.06190780924504 1.32900109631874 -0.345418727562492 -1.45408174711439 0 0 2.08099921417685
"2015-12-06" 0 0 6.97142857142857 -0.2299634002902 -1.3373261266196 0.498570561641296 1.3657341838827 0 0 0.953725529770486
"2015-12-13" 0 0 10.0857142857143 0.339379678584192 0.587933315065933 0.845943113325293 0.247060862288783 0 0 2.71256005966973
"2015-12-20" 0 0 8.04285714285714 -1.04050574096786 -1.29257473099201 0.228051316060578 0.78026152979983 0 0 1.06577359994819
"2015-12-27" 0 0 11 0.578975051508622 -1.73139287929155 -0.743661720762533 1.15295511937751 1 0 2.2566557911954
"2016-01-03" 0 0 9.5 -1.8963879599181 -0.264300073858983 -0.498394548851635 -0.595311746357579 0 0 1.16604548654538
"2016-01-10" 0 0 8 -0.873881401989386 0.188983926575649 -1.50425284609253 -0.00872051962296154 0 0 1.52416767922751
"2016-01-17" 0 0 6.18571428571429 0.207330044038302 -1.01357453472417 -1.15383316338409 -1.58240432046315 0 0 2.39199122028336
"2016-01-24" 0 0 2.78571428571429 0.519541353723265 0.53599998349006 -0.188253201260486 -0.815358441926704 0 0 0.250066474743159
"2016-01-31" 0 0 4.44285714285714 0.111459619898376 0.287831376184536 0.185695803747656 -0.966155280101407 0 0 1.3920654267493
"2016-02-07" 0 0 8.28571428571428 0.0157155769021416 1.40287331548164 0.79808792157783 1.76355800374389 0 0 1.6585432956363
"2016-02-14" 0 0 7.47142857142857 0.218738338609353 -0.0566437181727079 -1.07791160764948 -0.156668625972462 0 0 1.50786022409569
"2016-02-21" 0 0 4.1 -0.489360074827647 1.1611714435205 0.111109716760909 -1.14158766937849 0 0 5.47303036675259
"2016-02-28" 0 0 4.57142857142857 -0.360704381103648 -0.918857507083803 0.470311252285383 1.28582805485832 0 0 3.71105114573004
"2016-03-06" 0 0 3.64285714285714 -0.542516237108061 -0.479577750932257 1.77520154272393 -0.51445108631661 0 0 1.97444933287018
"2016-03-13" 0 0 4.04285714285714 -0.306775195338357 -0.972475467107875 -0.626438159582775 -1.67518320891344 0 0 3.02979743036629
"2016-03-20" 0 0 4.85714285714286 -0.0256102491388884 1.09470688357101 0.453354695425542 -0.61406249008315 0 0 2.18088159429006
"2016-03-27" 0 0 6.01428571428571 0.0591151117476564 -0.445908078039724 0.200679985160851 0.656186974645018 0 1 0.937108394176422
"2016-04-03" 0 0 7.38571428571429 -2.14292881010747 0.365408455622288 -1.31700180257729 0.227565670019828 0 1 4.0020970821998
"2016-04-10" 0 0 7.37142857142857 0.139477133573248 0.752185063885378 0.158123759631439 0.986939937573244 0 0 1.99240710961262
"2016-04-17" 0 0 7.88571428571429 -1.01082206888526 0.0900174262899131 0.205459380301444 -0.967149131562675 0 0 4.0720619124288
"2016-04-24" 0 0 7.92857142857143 -0.473280388708779 0.156796876881154 1.80465247324928 1.36085575929622 0 0 2.94150310661951
"2016-05-01" 0 0 7.72857142857143 0.55220918583571 -0.13322149468648 0.379105098954547 -2.66855640822402 0 0 2.03325950030026
"2016-05-08" 0 0 5.81428571428571 -0.316341200261492 0.251433025775387 0.903705780224381 2.57935718743758 0 0 1.60780199444094
"2016-05-15" 0 0 12.7285714285714 -1.64230307107457 -0.175092902835123 -1.0350964571828 -0.030156804287414 0 0 3.51895798077799
"2016-05-22" 0 0 13.4714285714286 0.096032739605063 0.0676268287042512 1.26255607288571 1.08395982314244 0 0 0.639881347446849
"2016-05-29" 0 0 12.2857142857143 -1.86875720139651 -0.524677391444162 0.366516764019251 0.435268003456944 0 0 2.08465224739416
"2016-06-05" 0 0 12.1714285714286 1.2067565293427 -0.0880835833105691 1.35556140759391 0.612053796427771 0 0 1.86403073405562
"2016-06-12" 0 0 13.4714285714286 -1.38125491412949 0.581075500112434 -0.537112075976302 0.309041413728742 0 0 1.43087710860736
"2016-06-19" 0 0 17.3142857142857 -0.972804338480912 1.87930454260573 0.294318797147538 1.70608848676622 0 0 3.17806558798375
"2016-06-26" 0 0 14.6857142857143 -0.231508229153241 0.842033363265951 0.417649351376253 0.354493455473973 0 0 2.96963905575365
"2016-07-03" 0 0 15.6714285714286 0.441353597078552 1.45115254164673 0.342960380763017 1.53487803839395 0 0 4.57366437004121
"2016-07-10" 0 0 14.1285714285714 -2.02899137848551 -0.497221953621266 0.148198900568898 -0.220693687364373 0 0 1.54425118942356
"2016-07-17" 0 0 16.3142857142857 -0.948855750525307 0.608841070773316 1.09438608223687 0.0446282792726124 0 0 4.67168476740514
"2016-07-24" 0 0 15.7857142857143 0.401432541467471 1.9013932399623 0.422732986826943 0.447067756478542 0 0 2.49298887604391
"2016-07-31" 0 0 20.0428571428571 0.517881280009314 -0.638234570505555 1.39468500765939 -0.196096979307794 0 0 5.35478798680663
"2016-08-07" 0 0 16.4142857142857 -0.289144620606854 0.454929043771703 -1.780718557626 -1.37542163340181 0 0 3.17401491338638
"2016-08-14" 0 0 17.1142857142857 -1.05571164936843 1.08884791066553 0.411029541940966 -1.05315813090505 0 0 -0.991533116008905
"2016-08-21" 0 0 15.8571428571429 1.19603912100125 0.990433883342067 1.70625093549165 0.618776692900115 0 0 2.07539033378036
"2016-08-28" 0 0 16.8571428571429 0.0779472801502404 0.867869507409882 -0.35000794718335 0.0882894136367395 0 0 4.80338300859606
"2016-09-04" 0 0 18.3714285714286 -1.14726733733151 0.0546942700359985 -1.33984753402392 0.389864194605131 0 0 -0.0835762803460458
"2016-09-11" 0 0 16.1571428571429 1.76521759543988 1.04560827887518 1.41002083152556 -0.161845017528571 0 0 6.40967173142003
"2016-09-18" 0 0 17.2857142857143 -0.659287446950433 0.600453576894825 -0.226214504631322 0.367367821315027 0 0 0.983088296835049
"2016-09-25" 0 0 17.2857142857143 -1.64829752615384 1.30260093955492 -0.746139386492514 -0.0669750729135805 0 0 2.74233510993032
"2016-10-02" 0 0 14.9571428571429 -0.45835414427035 -1.027330229932 -2.43327338370552 0.610900133767804 0 0 0.611732272812361
"2016-10-09" 0 0 13.3142857142857 0.728103766051347 -0.689065621537932 -0.452535555031109 0.844794395233914 0 0 1.75696018831206
"2016-10-16" 0 0 11.9571428571429 -0.279470478291339 0.936744248145918 -0.904492411467299 0.0626185391470022 0 0 -0.380751969575463
"2016-10-23" 0 0 10.3571428571429 0.345113229391739 -0.517926073994151 0.273527915693191 2.37607327025163 0 0 3.87043971121692
"2016-10-30" 0 0 9.92857142857143 -1.72770213272912 0.288967017775014 0.187251808594864 0.0696600103072532 0 0 3.14424862368926
"2016-11-06" 0 0 11.1285714285714 0.405108557179012 -0.0900338805888525 1.35610286218443 -1.749307472784 0 0 1.94440865981883
"2016-11-13" 0 0 6.8 0.285406047102363 0.30475834446114 0.045034587447835 -1.21410293800084 0 0 1.46444866016441
"2016-11-20" 0 0 5.04285714285714 -0.404403875012322 -0.467847663666676 -1.27385381306818 1.57342087447502 0 0 3.39705094643112
"2016-11-27" 0 0 6.87142857142857 0.851592479813919 0.750729311823781 0.930718626448672 1.2551503658936 0 0 3.42333178943755
"2016-12-04" 0 0 5.61428571428571 0.257401407604614 0.278223526270246 0.642550400998501 0.530712155578952 0 0 1.01014951685288
"2016-12-11" 0 0 3.48571428571429 -0.787727820712213 0.693478192511598 0.425372306138088 -0.970096808570096 0 0 2.67392349321739
"2016-12-18" 0 0 7.87142857142857 -0.673499167231436 -0.480552948468037 1.4523044606569 0.895829012746028 0 0 3.32553067358597
"2016-12-25" 0 0 7.15714285714286 -1.70412775537584 0.510472456909066 -1.25622544492659 -1.87487605510975 0 0 4.19975277015209
"2017-01-01" 0 0 6.54285714285714 1.65577036363208 -0.648936810367566 -0.940848046099233 0.379872978424325 1 0 2.69575058880886
"2017-01-08" 0 0 3.32857142857143 0.339759071618921 0.952746358184307 0.501294291258177 -1.38531069211876 0 0 6.13877573480311
"2017-01-15" 0 0 3.9 -0.443362219213932 -0.128163258767122 0.0697743331984513 0.568756743248021 0 0 3.59266662217168
"2017-01-22" 0 0 5.27142857142857 1.21583839576211 -0.361775638425359 1.02394928681342 0.140541195856804 0 0 5.04515064646531
"2017-01-29" 0 0 3.51428571428571 -0.674037225537256 1.40817725729224 1.0571251868243 0.845096275296287 0 0 4.19533042608091
"2017-02-05" 0 0 2.34285714285714 -1.69039316540834 -0.160088461487969 -0.166401045763064 -0.988397703522679 0 0 1.75726784157258
"2017-02-12" 0 0 6.55714285714286 -1.52970695501423 -0.412385998838049 -2.67410230848492 -0.9385729746148 0 0 2.97678127128425
"2017-02-19" 0 0 2.42857142857143 -1.51850082046599 0.0287900994959071 -0.133086720298473 -1.64036588414292 0 0 4.50518449155364
"2017-02-26" 0 0 7.2 -0.183845328007215 1.86740345372845 0.0475127950101277 1.05096377562027 0 0 6.70600524037652
"2017-03-05" 0 0 8.48571428571429 0.278300443170909 1.09873161844759 -0.654895649644017 0.517884930658929 0 0 3.43972534298517
"2017-03-12" 0 0 6.17142857142857 0.0656739208018123 -1.58569865616106 -0.833127804890196 0.0211202128922019 0 0 2.51483013259206
"2017-03-19" 0 0 8.61428571428571 0.658759545920184 0.163605203422227 1.10930163329897 0.647640984639109 0 0 3.29504011125698
"2017-03-26" 0 0 9.24285714285714 -0.50722930659271 1.02183328334406 0.0467727302480218 1.66994611578075 0 0 3.90833955937162
"2017-04-02" 0 0 7.81428571428571 -0.545119274552078 0.490085218334059 -0.843377520576611 1.78809709523349 0 0 3.43821830793812
"2017-04-09" 0 0 10.9142857142857 -1.49723948383571 -0.0620682041549445 0.522739485831224 -1.02618503934702 0 0 1.31728859819647
"2017-04-16" 0 0 9.74285714285714 1.85449193488266 -0.592781514052313 -0.241302926691321 -1.17184493521849 0 1 2.05699090286065
"2017-04-23" 0 0 9.07142857142857 -0.0935516609069155 0.847711086883507 0.513820713275357 -0.899937827126535 0 1 3.65384045019912
"2017-04-30" 0 0 8.75714285714286 0.846120288188909 1.02495156244115 0.960704747354908 -1.11053370937079 0 0 2.84055142313427
"2017-05-07" 0 0 7.52857142857143 0.744697663991948 0.0822667846640729 1.34962786940383 -0.488780998619201 0 0 4.91935067998953
"2017-05-14" 0 0 10.8 0.356667644527328 -0.850588504470906 -0.741982087835604 -0.628407024436671 0 0 4.50679365469744
"2017-05-21" 0 0 11.3285714285714 -0.693348505239187 0.845446099722022 -0.947314917178258 1.19016537398273 0 0 3.03481822532734
"2017-05-28" 0 0 12.6428571428571 -0.418566544849086 0.230124707425523 -1.63253438854523 2.06645869622518 0 0 4.69840373682477
"2017-06-04" 0 0 17.1714285714286 -1.21433080537186 0.114482335120426 1.80424262479486 -0.387797698629862 0 0 1.81182192909853
"2017-06-11" 0 0 15.1714285714286 -0.554006099024236 1.21093961432562 0.0281233546445127 2.09598065037105 0 0 1.02507490919973
"2017-06-18" 0 0 14.2428571428571 -0.671351883365451 1.67458580154959 -0.441099816440457 -0.46271387512534 0 0 5.37132621292975
"2017-06-25" 0 0 17.0428571428571 1.68555453428444 -0.0675156980955828 -0.378100627662863 0.458890148061141 0 0 4.49808240682036
"2017-07-02" 0 0 18.7571428571429 0.550713790955717 -0.165470994625834 0.129109672501395 -0.198240013803284 0 0 3.23790189939079
"2017-07-09" 0 0 14.7857142857143 -1.59604540305125 0.0597994147401277 0.684442369911608 -0.489438405104064 0 0 2.4784226438038
"2017-07-16" 0 0 18.1571428571429 -1.44191338753877 -0.0794821071723003 -0.00536644646879292 -1.0756593103912 0 0 4.96754892720744
"2017-07-23" 0 0 16.4714285714286 2.23801063845819 0.731560370560843 1.01669854092054 -0.763821022528629 0 0 5.06458765457511
"2017-07-30" 0 0 16.6857142857143 -0.967946388825547 1.68314678696111 -1.02652432300982 -0.181536248406569 0 0 2.0618090048565
"2017-08-06" 0 0 16.0285714285714 -0.158486576169259 -0.782831508715601 -0.97306879344469 0.24986243231695 0 0 5.74466313726071
"2017-08-13" 0 0 15.7285714285714 -0.864803093780125 -0.219892693407895 0.0597465276820903 -2.36940085592913 0 0 5.67300949962689
"2017-08-20" 0 0 14.5857142857143 -1.63964543883063 0.0205287988909787 0.675093488621734 -0.76443593623282 0 0 3.13303327496561
"2017-08-27" 0 0 15.7142857142857 -0.377971548066314 0.845643407755893 -0.923594325409654 -0.265266716411552 0 0 4.17305614970506
"2017-09-03" 0 0 16.6857142857143 -1.78000748444439 1.65876048784565 -0.956451468688551 -0.92345846626132 0 0 0.53875236874014
"2017-09-10" 0 0 14.3428571428571 -0.835486503342446 1.26337666883792 0.937792593775505 1.56750269833721 0 0 2.98558950264083
"2017-09-17" 0 0 14.4857142857143 0.780009559201215 0.237795030761213 0.650758573356894 1.70198642967797 0 0 1.44852665977527
"2017-09-24" 0 0 12.1857142857143 0.579976349540728 1.19210334047001 0.343732913615944 -1.30629829496156 0 0 4.77904448019463
"2017-10-01" 0 0 12.9857142857143 1.37405536427139 -0.424782897016739 1.87016285782499 1.73704619865572 0 0 4.28452088973682
"2017-10-08" 0 0 14.7571428571429 1.03263524878202 -0.394645741668544 0.529173628519618 -0.360402161669945 0 0 4.97148874437235
"2017-10-15" 0 0 12.1142857142857 1.10995811425782 -1.65155674619511 -0.479938201556182 -0.413651181644318 0 0 2.03253731310151
"2017-10-22" 0 0 14.4285714285714 0.881742477334602 0.341285516122152 -0.0375452757624668 -0.826445329903849 0 0 4.17890643143333
"2017-10-29" 0 0 12.5285714285714 0.543587009779032 0.761293729488087 -0.818202609942521 0.54328993154189 0 0 4.85739002805083
"2017-11-05" 0 0 11.5428571428571 -1.10222708975572 1.10353820953201 -0.0463290436396411 -0.0554226115534572 0 0 3.47740418866184
"2017-11-12" 0 0 8.4 0.154690219875515 -0.633416638361643 0.36587014682841 0.730668006476358 0 0 7.02405980873808
"2017-11-19" 0 0 6.85714285714286 1.85782126744078 0.472657593339105 -0.704000926479853 -1.96731030653397 0 0 2.714908371747
"2017-11-26" 0 0 6.45714285714286 -0.503424191962293 0.192577274685951 0.924851536089813 1.13468334817222 0 0 2.21151568123003
"2017-12-03" 0 0 7.47142857142857 0.599090056353614 -1.3270878273218 0.121190352128829 0.850680490566784 0 0 5.2563548825623
"2017-12-10" 0 0 4.02857142857143 -0.388611968889748 0.172879086434506 0.968628824581618 -0.896488940726848 0 0 6.09519962373284
"2017-12-17" 0 0 4.61428571428571 1.13815870464474 -0.837992593212038 -0.960628853905351 1.07892432794557 0 0 3.23190614972306
"2017-12-24" 0 0 1.9 -0.994829289464478 0.185887841884558 -0.476358888301418 0.201893311294771 0 0 4.09698119729023
"2017-12-31" 0 0 6.98571428571429 0.387268994966029 -0.592973619601217 -1.09306532219497 0.0444499261353586 1 0 4.23602074120653
"2018-01-07" 0 0 5.48571428571429 -1.58398425518376 -0.892088091649998 0.112784010908195 -0.470663185759299 0 0 0.555943746131715
"2018-01-14" 0 0 5.11428571428571 -0.520554219089398 1.20896977931543 0.194741960615686 0.328232206814461 0 0 2.99913268607717
"2018-01-21" 0 0 4.2 -1.18772598582662 1.72004310602024 -1.81060039683814 0.470117643457233 0 0 5.50937374926553
"2018-01-28" 0 0 4.18571428571429 0.0879026579969155 0.833352506074614 -1.14569171316666 0.117148335387017 0 0 1.91511793251319
"2018-02-04" 0 0 7.22857142857143 -0.80011842158227 0.206110837652694 -0.513905147459619 1.50229612848392 0 0 5.4791590252943
"2018-02-11" 0 0 4.51428571428571 1.20919879744201 -0.00722933497579897 -0.904000273272899 -0.557419574486231 0 0 7.05074806506009
"2018-02-18" 0 0 2.37142857142857 1.37802685187563 0.43444186376961 1.29112562464662 -0.722436078910159 0 0 3.58805288637874
"2018-02-25" 0 0 4.07142857142857 1.04492965505633 1.23778258847787 1.5515057262218 -0.500155591903814 0 0 2.09298192116799
"2018-03-04" 0 0 3.95714285714286 -1.22759074631052 1.17407052955198 -0.846874534280178 -0.216151604890839 0 0 7.05684920402057
"2018-03-11" 0 0 -1.07142857142857 0.849022688179331 0.11537094028501 -1.12881177923245 -0.0566529880384961 0 0 5.7855298568177
"2018-03-18" 0 0 6.18571428571429 0.278944541438534 -1.5380131287441 0.361472802874906 0.735649790768805 0 0 3.53853830583604
"2018-03-25" 0 0 5.4 1.74169878282511 -0.575575527364743 -0.722372053874694 -0.109282791156409 0 0 4.58490783471145
"2018-04-01" 0 0 5.51428571428571 -1.25780315538764 -0.181204354907692 1.66698442286428 0.0253133907586583 0 1 2.51926646691189
"2018-04-08" 0 0 5.8 -0.487132073882856 0.667419846601952 -0.581755956453964 0.384633119562166 0 1 3.48362059278552
"2018-04-15" 0 0 8.44285714285714 -1.0312644577773 1.33893048254198 -0.776338514821989 1.59539781913069 0 0 4.88188294683297
"2018-04-22" 0 0 8.71428571428571 0.992304155835734 -1.46641599409368 -0.762397261759166 0.1830743812456 0 0 1.89157605711672
"2018-04-29" 0 0 14.5428571428571 0.922733314535914 0.866319273331353 0.307425582577989 -0.373251309893653 0 0 2.83535683798636
"2018-05-06" 0 0 8.72857142857143 -1.11769364965881 1.64456643489704 -1.08727145356298 1.61387302688877 0 0 4.58736800581837
"2018-05-13" 0 0 10.9 1.89467067531887 1.21920061385124 2.1754550035057 0.452615622918658 0 0 3.82983727499145
"2018-05-20" 0 0 12.1857142857143 0.709420491373526 0.379212374672766 -0.215869927578503 0.0203043412126852 0 0 5.69580876871017
"2018-05-27" 0 0 11.8571428571429 0.345558591648425 -0.468379749801252 -0.353923970199745 0.753127043573655 0 0 5.61005180450858
"2018-06-03" 0 0 15.2285714285714 0.917902169882226 -1.20810980813514 -0.875679134841783 0.0225175474109978 0 0 4.04362782990341
"2018-06-10" 0 0 17.2142857142857 -1.40578369137295 -1.51940102199142 0.587247554196302 -0.457835685527846 0 0 6.24482034819826
"2018-06-17" 0 0 14.9142857142857 -0.293017754836994 -0.853331930861968 0.679002626890827 -2.24244997995129 0 0 2.73983560644043
"2018-06-24" 0 0 14.7714285714286 0.491349937560436 1.98595190466405 -0.438918727710798 1.16827748428583 0 0 2.33835233214702
"2018-07-01" 0 0 15.3 -1.33104750422908 0.87189955992149 -1.53107302866126 -0.146762163970165 0 0 6.86861230962165
"2018-07-08" 0 0 19.1428571428571 -1.53748524847469 0.329835628313127 -0.210370911642155 0.414689342594874 0 0 6.3339253917039
"2018-07-15" 0 0 19.6428571428571 -0.173517877365736 -0.999318697655642 -0.0341822514469765 1.39306222760158 0 0 6.67984050769611
"2018-07-22" 0 0 18.7 -0.726728913537757 -1.26299407031186 -0.451285718792869 0.894144958306059 0 0 4.51618803097099
"2018-07-29" 0 0 18.2571428571429 1.41562775403167 0.223098632189994 -0.769089407922719 -0.202638409265753 0 0 4.50002618911459
"2018-08-05" 0 0 20.1428571428571 -0.0269103496264267 1.24076103092134 -0.213294685179945 1.67566053155702 0 0 1.50176238821348
"2018-08-12" 0 0 18.9428571428571 -0.769983149393074 2.16631367245308 1.0172285917194 1.91333018078399 0 0 3.26689761007924
"2018-08-19" 0 0 16.5428571428571 -0.616665686681738 0.47409173484567 0.595599773287343 -1.76815585328672 0 0 1.90140116657541
"2018-08-26" 0 0 17.4571428571429 -0.616143921654853 -0.320335685018085 -2.02649050410883 0.849635323842509 0 0 4.80974592947368
"2018-09-02" 0 0 15.6857142857143 0.155344121030429 0.812290658255698 -0.47279867700234 -0.103326227885906 0 0 5.31895663294875
"2018-09-09" 0 0 15.0428571428571 -0.109111326639088 1.02608072309852 1.62207106824379 2.4390445500863 0 0 3.30148907851475
"2018-09-16" 0 0 14.1857142857143 0.119122720083546 0.183277950777617 1.51574059311155 1.17155083288773 0 0 2.86926614385463
"2018-09-23" 0 0 14.3285714285714 0.273383501386394 -0.195590105019541 0.300190111084351 1.61192304197891 0 0 3.80106566307002
"2018-09-30" 0 0 14.3428571428571 0.0255223794339755 -0.460563694246866 -0.760364082172759 0.890406195483709 0 0 3.81461052257467
"2018-10-07" 0 0 11.0142857142857 0.913063204070704 -0.251119136475851 -0.119638244028903 -1.31470125987046 0 0 3.76884498697108
"2018-10-14" 0 0 11.4857142857143 2.24732321529368 0.349535806710703 -0.838965923998373 -1.65522763808613 0 0 3.6495073665432
"2018-10-21" 0 0 14.4285714285714 0.126406611255871 -0.740471999282092 1.04214344048747 0.816497209860538 0 0 3.84484191243839
"2018-10-28" 0 0 11.1142857142857 -0.355621706005839 -0.465074103937683 1.78063585467098 0.675585244742237 0 0 4.55770078244142
"2018-11-04" 0 0 8.12857142857143 -0.209983497690671 1.64811817122982 0.212408952146623 1.44728115344388 0 0 5.02979821004453
"2018-11-11" 0 0 6.62857142857143 -1.61942178680657 0.12981823738369 0.919364751730416 0.913122733390715 0 0 5.27049066148082
"2018-11-18" 0 0 10.2857142857143 0.0540773305438104 1.00608535774356 0.162223385559266 -0.957002115431917 0 0 2.0771145309774
"2018-11-25" 0 0 10.0142857142857 1.040576917683 -0.642221504614085 -0.243348878087655 -0.469507559293942 0 0 8.38608567783767
"2018-12-02" 0 0 4.8 -0.823611499233372 -1.53505234351731 1.02344243458064 0.648083941340842 0 0 6.14461364818732
"2018-12-09" 0 0 8.51428571428571 -0.226952500132767 0.198543117879549 0.513692088855287 -0.0155165778691624 0 0 6.76550966340181
"2018-12-16" 0 0 8.05714285714286 0.50362632664675 0.787869078940558 0.46037643540183 -0.279505136861566 0 0 5.99198730519453
"2018-12-23" 0 0 4.17142857142857 0.799231531387336 1.23813013826375 0.0636669705915723 0.635902206817852 0 0 8.42448433939617
"2018-12-30" 0 0 7.38571428571429 0.032547634144001 -0.238478911859242 -1.66743477170518 0.238519955507665 1 0 6.40624471141562
"2019-01-06" 0 0 6.88571428571429 -0.610325715249264 -1.23568434368202 1.70211412027668 0.0777514583570669 0 0 5.58267859041069
"2019-01-13" 0 0 4.3 -0.593773772280023 -0.65219136723476 0.221310390844323 1.56833083554405 0 0 3.95627863894248
"2019-01-20" 0 0 6.08571428571429 -1.40162924082651 0.824529709040921 0.386101175655916 0.233633318507527 0 0 5.43929386930549
"2019-01-27" 0 0 4.24285714285714 -0.00219150334753752 2.2379202115484 0.146889813509354 1.42474841679405 0 0 4.7111113842385
"2019-02-03" 0 0 3.71428571428571 1.85543464433152 -0.965526235039627 -1.87755965038824 -0.498042624372636 0 0 5.46934577147093
"2019-02-10" 0 0 0.528571428571429 -0.0404503336805292 0.96702559827716 0.330800733498372 2.92029695227157 0 0 6.84370317405522
"2019-02-17" 0 0 5.85714285714286 -0.710780344129621 -1.2539220255386 0.797111491223121 -0.778583456416806 0 0 3.14176401716625
"2019-02-24" 0 0 6.87142857142857 -0.791876102052571 -0.807132548573936 0.752497670792059 1.37878747286708 0 0 6.08850088916835
"2019-03-03" 0 0 9.17142857142857 0.300860902801798 -0.247588862247842 0.560799259860029 0.278880505341914 0 0 5.03293588367174
"2019-03-10" 0 0 8.71428571428572 -1.38295094140069 1.80751346513372 -1.89036849391639 0.207914241528626 0 0 4.81431571875564
"2019-03-17" 0 0 6.8 -0.757300579702888 2.06239777717223 -0.299028461741558 0.161133922032029 0 0 6.84009784852232
"2019-03-24" 0 0 7.65714285714286 1.22585171142932 -0.244504992596426 0.710356712738779 2.50216693933684 0 0 6.00782081808135
"2019-03-31" 0 0 8.51428571428571 -0.646351034484499 0.733453442469078 -0.297350295812672 -0.399095792522915 0 0 3.64377853486473
"2019-04-07" 0 0 7.9 0.852305412122396 1.21301294475516 2.012125654722 -0.193328627621032 0 0 3.05992704155976
"2019-04-14" 0 0 6.64285714285714 0.409583220937655 -1.11382792551547 -0.926042842280212 -0.56488298299293 0 0 4.87023553861095
"2019-04-21" 0 0 5.92857142857143 -0.809826836443761 0.302003515633309 -2.29882454310302 0.176670165745774 0 1 5.47588407146239
"2019-04-28" 0 0 12.0857142857143 1.50826079733801 1.56244549303507 0.933118814153228 2.17949370302772 0 1 6.59738680934073
"2019-05-05" 0 0 11.4428571428571 0.918123062460769 -0.529735742013924 -0.489862564786823 -0.265048775305156 0 0 6.22194315444872
"2019-05-12" 0 0 8.85714285714286 -0.232994176769693 -0.563311958325159 1.13208340485228 0.800659978483116 0 0 6.14971483378932
"2019-05-19" 0 0 8.97142857142857 -1.00798224575467 -0.0461499663560857 0.188022309049095 -0.925078668167411 0 0 6.56344803221846
"2019-05-26" 0 0 11.6285714285714 0.358159143532127 -0.224210661441339 2.70926944944275 0.743390969098855 0 0 2.25078397695778
"2019-06-02" 0 0 13.3 0.893268495913583 2.90594174522008 1.32318556379102 1.6354209394441 0 0 4.27326307984432
"2019-06-09" 0 0 14.2571428571429 -0.19507887773335 -1.21988829741437 -0.510567437807897 0.892836363070308 0 0 5.0042333166616
"2019-06-16" 0 0 12.4285714285714 0.880839075110618 -0.00697316695953931 -1.31235828246623 0.172142697279819 0 0 7.5255116917111
